Title,Chunk,Metadata
The Last Dudes on Earth,"The Last Dudes on Earth (2005) is a comedy film directed by Dan Wedeking. Featuring Courtney Kates, Robert Brandon, Machado Brian, and others, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Last Dudes on Earth', 'IMDb Rating': 6.9, 'Year': 2005, 'Certificates': 'R', 'Director': 'Dan Wedeking', 'Star Cast': 'Courtney Kates,Robert Brandon,Machado Brian,Marshall', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Courtney Kates', 'Actor 2': 'Robert Brandon', 'Actor 3': 'Machado Brian', 'Actor 4': 'Marshall', 'Actor 5': ''}"
Nova Express,"Nova Express (2009) is a sci-fi film directed by Andre Perkowski. Featuring Peter Bergman, William, S., and others, this movie has an IMDb rating of 7.5/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Nova Express', 'IMDb Rating': 7.5, 'Year': 2009, 'Certificates': 'R', 'Director': 'Andre Perkowski', 'Star Cast': 'Peter Bergman,William,S.,Burroughs Jürgen,Ploog', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Peter Bergman', 'Actor 2': 'William', 'Actor 3': 'S.', 'Actor 4': 'Burroughs Jürgen', 'Actor 5': 'Ploog'}"
Space Tours: Mission E.V.A.,"Space Tours: Mission E.V.A. (2010) is a comedy film directed by Andreas Auinger. Featuring János Mischuretz, Ulli Emmer, Rainer Kantz, this movie has an IMDb rating of 5.5/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Space Tours: Mission E.V.A.', 'IMDb Rating': 5.5, 'Year': 2010, 'Certificates': 'R', 'Director': 'Andreas Auinger', 'Star Cast': 'János Mischuretz,Ulli Emmer,Rainer Kantz', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'János Mischuretz', 'Actor 2': 'Ulli Emmer', 'Actor 3': 'Rainer Kantz', 'Actor 4': '', 'Actor 5': ''}"
Ratstar,"Ratstar (2004) is a comedy film directed by Christian Bergmans. Featuring Daniel Radcliffe, Emma Watson, Rupert Grint, this movie has an IMDb rating of 7.7/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Ratstar', 'IMDb Rating': 7.7, 'Year': 2004, 'Certificates': 'R', 'Director': 'Christian Bergmans', 'Star Cast': 'Daniel Radcliffe,Emma Watson,Rupert Grint', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Radcliffe', 'Actor 2': 'Emma Watson', 'Actor 3': 'Rupert Grint', 'Actor 4': '', 'Actor 5': ''}"
Counter-Clockwise,"Counter-Clockwise (2011) is a romance film directed by Denny Wilkins. Featuring Daniel Radcliffe, Emma Watson, Rupert Grint, this movie has an IMDb rating of 6.0/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Counter-Clockwise', 'IMDb Rating': 6.0, 'Year': 2011, 'Certificates': 'R', 'Director': 'Denny Wilkins', 'Star Cast': 'Daniel Radcliffe,Emma Watson,Rupert Grint', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Romance', 'Genre 1': 'Romance', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Radcliffe', 'Actor 2': 'Emma Watson', 'Actor 3': 'Rupert Grint', 'Actor 4': '', 'Actor 5': ''}"
Prodavetz vozdukha,"Prodavetz vozdukha (1967) is a sci-fi film directed by Vladimir Ryabtzev. Featuring Pavel Kadochnikov, Artyom Karapetyan, Gennadiy Nilov, this movie has an IMDb rating of 5.8/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Prodavetz vozdukha', 'IMDb Rating': 5.8, 'Year': 1967, 'Certificates': 'R', 'Director': 'Vladimir Ryabtzev', 'Star Cast': 'Pavel Kadochnikov,Artyom Karapetyan,Gennadiy Nilov', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Pavel Kadochnikov', 'Actor 2': 'Artyom Karapetyan', 'Actor 3': 'Gennadiy Nilov', 'Actor 4': '', 'Actor 5': ''}"
The Lower Circle,"The Lower Circle (2009) is a fantasy film directed by Luigi Scarcelli. Featuring Kimberly Anne, Bendix Madrid, St., and others, this movie has an IMDb rating of 8.2/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Lower Circle', 'IMDb Rating': 8.2, 'Year': 2009, 'Certificates': 'R', 'Director': 'Luigi Scarcelli', 'Star Cast': 'Kimberly Anne,Bendix Madrid,St.,Angelo Guy,Klinzing', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Fantasy', 'Genre 1': 'Fantasy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Kimberly Anne', 'Actor 2': 'Bendix Madrid', 'Actor 3': 'St.', 'Actor 4': 'Angelo Guy', 'Actor 5': 'Klinzing'}"
Dangerous Stories,"Dangerous Stories (1989) is a horror film directed by Kazuyuki Izutsu. Featuring Kiyoshi Kurosawa, Ataru Oikawa, Junji Sakamoto, this movie has an IMDb rating of 5.5/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Dangerous Stories', 'IMDb Rating': 5.5, 'Year': 1989, 'Certificates': 'R', 'Director': 'Kazuyuki Izutsu', 'Star Cast': 'Kiyoshi Kurosawa,Ataru Oikawa,Junji Sakamoto', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Horror', 'Genre 1': 'Horror', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Kiyoshi Kurosawa', 'Actor 2': 'Ataru Oikawa', 'Actor 3': 'Junji Sakamoto', 'Actor 4': '', 'Actor 5': ''}"
Karutha Rathrikal,"Karutha Rathrikal (1967) is a crime film directed by Mahesh. Featuring Madhu, T.K., Balachandran, and others, this movie has an IMDb rating of 6.6/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Karutha Rathrikal', 'IMDb Rating': 6.6, 'Year': 1967, 'Certificates': 'R', 'Director': 'Mahesh', 'Star Cast': 'Madhu,T.K.,Balachandran,N.,Govindankutty', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Madhu', 'Actor 2': 'T.K.', 'Actor 3': 'Balachandran', 'Actor 4': 'N.', 'Actor 5': 'Govindankutty'}"
The Drivetime,"The Drivetime (1995) is a crime film directed by Antero Alli. Featuring Michael Taylor, Donovan Antero, Alli Gregory, and others, this movie has an IMDb rating of 6.7/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Drivetime', 'IMDb Rating': 6.7, 'Year': 1995, 'Certificates': 'R', 'Director': 'Antero Alli', 'Star Cast': 'Michael Taylor,Donovan Antero,Alli Gregory,Baisden', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Michael Taylor', 'Actor 2': 'Donovan Antero', 'Actor 3': 'Alli Gregory', 'Actor 4': 'Baisden', 'Actor 5': ''}"
The Elk Hotel,"The Elk Hotel (2006) is a drama film directed by Daniel Paul Bates. Featuring Laurie Bushman, Edisol, W., and others, this movie has an IMDb rating of 5.3/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Elk Hotel', 'IMDb Rating': 5.3, 'Year': 2006, 'Certificates': 'R', 'Director': 'Daniel Paul Bates', 'Star Cast': 'Laurie Bushman,Edisol,W.,Dotson Michael,Ehrenberg', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Laurie Bushman', 'Actor 2': 'Edisol', 'Actor 3': 'W.', 'Actor 4': 'Dotson Michael', 'Actor 5': 'Ehrenberg'}"
Collision Moon,"Collision Moon (2021) is a sci-fi film directed by Brian Nowak. Featuring Daniel Radcliffe, Emma Watson, Rupert Grint, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Collision Moon', 'IMDb Rating': 6.9, 'Year': 2021, 'Certificates': 'R', 'Director': 'Brian Nowak', 'Star Cast': 'Daniel Radcliffe,Emma Watson,Rupert Grint', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Radcliffe', 'Actor 2': 'Emma Watson', 'Actor 3': 'Rupert Grint', 'Actor 4': '', 'Actor 5': ''}"
Spilt Blood,"Spilt Blood (2015) is a fantasy film directed by Willy Adkins. Featuring Anastasia Morrigan, Phranque Wright, Wolf Mc, and others, this movie has an IMDb rating of 6.4/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Spilt Blood', 'IMDb Rating': 6.4, 'Year': 2015, 'Certificates': 'R', 'Director': 'Willy Adkins', 'Star Cast': 'Anastasia Morrigan,Phranque Wright,Wolf Mc,Kinney', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Fantasy', 'Genre 1': 'Fantasy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Anastasia Morrigan', 'Actor 2': 'Phranque Wright', 'Actor 3': 'Wolf Mc', 'Actor 4': 'Kinney', 'Actor 5': ''}"
Encounter: Omzion,"Encounter: Omzion (2010) is a animation film directed by Steven Catizone. Featuring Brendan Boris, Lisa Boris, Ann Marie, and others, this movie has an IMDb rating of 6.2/10 and a MetaScore of 66.0. With a runtime of 127 minutes, it is rated Not Rated.","{'Title': 'Encounter: Omzion', 'IMDb Rating': 6.2, 'Year': 2010, 'Certificates': 'Not Rated', 'Director': 'Steven Catizone', 'Star Cast': 'Brendan Boris,Lisa Boris,Ann Marie,Catizone Rehnert', 'MetaScore': 66.0, 'Duration (minutes)': 127.0, 'Genres': 'Animation', 'Genre 1': 'Animation', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Brendan Boris', 'Actor 2': 'Lisa Boris', 'Actor 3': 'Ann Marie', 'Actor 4': 'Catizone Rehnert', 'Actor 5': ''}"
Idõugrók 2 - Alternatív jelen,"Idõugrók 2 - Alternatív jelen (2012) is a sci-fi film directed by Esses Tamás. Featuring Esses Tamás, Véber Zoltán, Tokodi Sandor, this movie has an IMDb rating of 6.4/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Idõugrók 2 - Alternatív jelen', 'IMDb Rating': 6.4, 'Year': 2012, 'Certificates': 'R', 'Director': 'Esses Tamás', 'Star Cast': 'Esses Tamás,Véber Zoltán,Tokodi Sandor', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Esses Tamás', 'Actor 2': 'Véber Zoltán', 'Actor 3': 'Tokodi Sandor', 'Actor 4': '', 'Actor 5': ''}"
Cinco gallinas y el cielo,"Cinco gallinas y el cielo (1957) is a comedy film directed by Rubén W. Cavalloti. Featuring Narciso Ibáñez, Menta Luis, Arata Irma, and others, this movie has an IMDb rating of 7.8/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Cinco gallinas y el cielo', 'IMDb Rating': 7.8, 'Year': 1957, 'Certificates': 'R', 'Director': 'Rubén W. Cavalloti', 'Star Cast': 'Narciso Ibáñez,Menta Luis,Arata Irma,Córdoba', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Narciso Ibáñez', 'Actor 2': 'Menta Luis', 'Actor 3': 'Arata Irma', 'Actor 4': 'Córdoba', 'Actor 5': ''}"
This Corrosion,"This Corrosion (2003) is a mystery film directed by Mitch McCabe. Featuring Elisabeth Seljevold, Julie Finch, Hobey Echlin, this movie has an IMDb rating of 5.7/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'This Corrosion', 'IMDb Rating': 5.7, 'Year': 2003, 'Certificates': 'R', 'Director': 'Mitch McCabe', 'Star Cast': 'Elisabeth Seljevold,Julie Finch,Hobey Echlin', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Mystery', 'Genre 1': 'Mystery', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Elisabeth Seljevold', 'Actor 2': 'Julie Finch', 'Actor 3': 'Hobey Echlin', 'Actor 4': '', 'Actor 5': ''}"
Liberation! The Musical,"Liberation! The Musical (2013) is a action film directed by Nils Osmar. Featuring Meli Alexander, Dannie Baldwin, Meredith Binder, this movie has an IMDb rating of 7.3/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Liberation! The Musical', 'IMDb Rating': 7.3, 'Year': 2013, 'Certificates': 'R', 'Director': 'Nils Osmar', 'Star Cast': 'Meli Alexander,Dannie Baldwin,Meredith Binder', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Meli Alexander', 'Actor 2': 'Dannie Baldwin', 'Actor 3': 'Meredith Binder', 'Actor 4': '', 'Actor 5': ''}"
Target Audience 9.1,"Target Audience 9.1 (2007) is a comedy film directed by Dominic Mah. Featuring Mary Angello, Kristen Brennan, Jeanne Chinn, this movie has an IMDb rating of 6.6/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Target Audience 9.1', 'IMDb Rating': 6.6, 'Year': 2007, 'Certificates': 'R', 'Director': 'Dominic Mah', 'Star Cast': 'Mary Angello,Kristen Brennan,Jeanne Chinn', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Mary Angello', 'Actor 2': 'Kristen Brennan', 'Actor 3': 'Jeanne Chinn', 'Actor 4': '', 'Actor 5': ''}"
The Cookbook,"The Cookbook (2018) is a mystery film directed by Siavash Afshar. Featuring Ali Abdali, Ali Anvari, Ebrahim Azizi, this movie has an IMDb rating of 5.6/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Cookbook', 'IMDb Rating': 5.6, 'Year': 2018, 'Certificates': 'R', 'Director': 'Siavash Afshar', 'Star Cast': 'Ali Abdali,Ali Anvari,Ebrahim Azizi', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Mystery', 'Genre 1': 'Mystery', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Ali Abdali', 'Actor 2': 'Ali Anvari', 'Actor 3': 'Ebrahim Azizi', 'Actor 4': '', 'Actor 5': ''}"
Origins III: Destiny,"Origins III: Destiny (2012) is a action film directed by Kyle Parish. Featuring Kyle Parish, Matthew Schliesmann, Joseph Popma, this movie has an IMDb rating of 6.1/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Origins III: Destiny', 'IMDb Rating': 6.1, 'Year': 2012, 'Certificates': 'R', 'Director': 'Kyle Parish', 'Star Cast': 'Kyle Parish,Matthew Schliesmann,Joseph Popma', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Kyle Parish', 'Actor 2': 'Matthew Schliesmann', 'Actor 3': 'Joseph Popma', 'Actor 4': '', 'Actor 5': ''}"
I Heart Doomsday,"I Heart Doomsday (2010) is a comedy film directed by Patrick Downing. Featuring Dan Beirne, Joe Cobden, Christine Ghawi, this movie has an IMDb rating of 6.0/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'I Heart Doomsday', 'IMDb Rating': 6.0, 'Year': 2010, 'Certificates': 'R', 'Director': 'Patrick Downing', 'Star Cast': 'Dan Beirne,Joe Cobden,Christine Ghawi', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Dan Beirne', 'Actor 2': 'Joe Cobden', 'Actor 3': 'Christine Ghawi', 'Actor 4': '', 'Actor 5': ''}"
A Dog Called Pain,"A Dog Called Pain (2001) is a animation film directed by Luis Eduardo Aute. Featuring Daniel Radcliffe, Emma Watson, Rupert Grint, this movie has an IMDb rating of 7.3/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'A Dog Called Pain', 'IMDb Rating': 7.3, 'Year': 2001, 'Certificates': 'R', 'Director': 'Luis Eduardo Aute', 'Star Cast': 'Daniel Radcliffe,Emma Watson,Rupert Grint', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Animation', 'Genre 1': 'Animation', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Radcliffe', 'Actor 2': 'Emma Watson', 'Actor 3': 'Rupert Grint', 'Actor 4': '', 'Actor 5': ''}"
The Dead Speak,"The Dead Speak (1935) is a drama film directed by Gabriel Soria. Featuring Julián Soler, Amelia de, Ilisa Manuel, and others, this movie has an IMDb rating of 6.2/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Dead Speak', 'IMDb Rating': 6.2, 'Year': 1935, 'Certificates': 'R', 'Director': 'Gabriel Soria', 'Star Cast': 'Julián Soler,Amelia de,Ilisa Manuel,Noriega', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Julián Soler', 'Actor 2': 'Amelia de', 'Actor 3': 'Ilisa Manuel', 'Actor 4': 'Noriega', 'Actor 5': ''}"
Marty's Project,"Marty's Project (2010) is a comedy film directed by Andrew Kent. Featuring Naomi Ash, David Bedford, Joanna Deering, this movie has an IMDb rating of 9.5/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': ""Marty's Project"", 'IMDb Rating': 9.5, 'Year': 2010, 'Certificates': 'R', 'Director': 'Andrew Kent', 'Star Cast': 'Naomi Ash,David Bedford,Joanna Deering', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Naomi Ash', 'Actor 2': 'David Bedford', 'Actor 3': 'Joanna Deering', 'Actor 4': '', 'Actor 5': ''}"
Chronospunk! The Pursuit of Who?,"Chronospunk! The Pursuit of Who? (2014) is a comedy film directed by Gustav Heinlein. Featuring Brandon Berk, Larry Day, IIGrant Fitch, this movie has an IMDb rating of 7.8/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Chronospunk! The Pursuit of Who?', 'IMDb Rating': 7.8, 'Year': 2014, 'Certificates': 'R', 'Director': 'Gustav Heinlein', 'Star Cast': 'Brandon Berk,Larry Day,IIGrant Fitch', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Brandon Berk', 'Actor 2': 'Larry Day', 'Actor 3': 'IIGrant Fitch', 'Actor 4': '', 'Actor 5': ''}"
Monolog,"Monolog (2010) is a drama film directed by Eray Dinç. Featuring Sertan Arslan, Tunca Arslan, Enis Aybar, this movie has an IMDb rating of 6.8/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Monolog', 'IMDb Rating': 6.8, 'Year': 2010, 'Certificates': 'R', 'Director': 'Eray Dinç', 'Star Cast': 'Sertan Arslan,Tunca Arslan,Enis Aybar', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Sertan Arslan', 'Actor 2': 'Tunca Arslan', 'Actor 3': 'Enis Aybar', 'Actor 4': '', 'Actor 5': ''}"
Buljong,"Buljong (1995) is a drama film directed by Carl Johan De Geer. Featuring Iwa Boman, Carl Johan, De Geer, and others, this movie has an IMDb rating of 6.0/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Buljong', 'IMDb Rating': 6.0, 'Year': 1995, 'Certificates': 'R', 'Director': 'Carl Johan De Geer', 'Star Cast': 'Iwa Boman,Carl Johan,De Geer,Gert Fylking', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Iwa Boman', 'Actor 2': 'Carl Johan', 'Actor 3': 'De Geer', 'Actor 4': 'Gert Fylking', 'Actor 5': ''}"
Ulemae 7: Dolaon Ulemae,"Ulemae 7: Dolaon Ulemae (1992) is a sci-fi film directed by Jong-ho Lim. Featuring Hyung-rae Shim, Bong-geol Lee, Jong-Chol Yang, this movie has an IMDb rating of 5.7/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Ulemae 7: Dolaon Ulemae', 'IMDb Rating': 5.7, 'Year': 1992, 'Certificates': 'R', 'Director': 'Jong-ho Lim', 'Star Cast': 'Hyung-rae Shim,Bong-geol Lee,Jong-Chol Yang', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Hyung-rae Shim', 'Actor 2': 'Bong-geol Lee', 'Actor 3': 'Jong-Chol Yang', 'Actor 4': '', 'Actor 5': ''}"
L'invité de la onzième heure,"L'invité de la onzième heure (1945) is a drama film directed by Maurice Cloche. Featuring Maurice Cloche, Jean Ferry, Nino Frank, this movie has an IMDb rating of 6.1/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': ""L'invité de la onzième heure"", 'IMDb Rating': 6.1, 'Year': 1945, 'Certificates': 'R', 'Director': 'Maurice Cloche', 'Star Cast': 'Maurice Cloche,Jean Ferry,Nino Frank', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Maurice Cloche', 'Actor 2': 'Jean Ferry', 'Actor 3': 'Nino Frank', 'Actor 4': '', 'Actor 5': ''}"
Traveller: Red,"Traveller: Red (2006) is a sci-fi film directed by Andrew Merkelbach. Featuring Catherine Billingham, John King, Marijana Kreso, this movie has an IMDb rating of 5.3/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Traveller: Red', 'IMDb Rating': 5.3, 'Year': 2006, 'Certificates': 'R', 'Director': 'Andrew Merkelbach', 'Star Cast': 'Catherine Billingham,John King,Marijana Kreso', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Catherine Billingham', 'Actor 2': 'John King', 'Actor 3': 'Marijana Kreso', 'Actor 4': '', 'Actor 5': ''}"
New Machine: Ulemae 5,"New Machine: Ulemae 5 (1988) is a sci-fi film directed by Myeong-hwa Jo. Featuring Hyung-rae Shim, Hye-jin Lee, Am Park, this movie has an IMDb rating of 6.7/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'New Machine: Ulemae 5', 'IMDb Rating': 6.7, 'Year': 1988, 'Certificates': 'R', 'Director': 'Myeong-hwa Jo', 'Star Cast': 'Hyung-rae Shim,Hye-jin Lee,Am Park', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Hyung-rae Shim', 'Actor 2': 'Hye-jin Lee', 'Actor 3': 'Am Park', 'Actor 4': '', 'Actor 5': ''}"
